用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,手机型号
15576298812,使用非常方便，感觉傻瓜式的，APP操作非常友好，扫地很干净，把床底下沙发底下这种平时不打扫的地方也一起打扫了，还能陪我家猫猫，回到家家里干干净净的，完美。肖战代言后知道的石头，肖战粉丝小飞侠支持肖战代言。,2021-03-29 13:01:03,0,1,5,2021-04-19 09:35:01,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15563215210,"包装完好，试了一下扫地功能，扫的挺干净，避障功能超赞，这两天在试下拖地功能，会再来评价的。
商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~???",2021-03-30 15:44:26,0,1,5,2021-04-16 16:23:57,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15573163026,超级好用，肖战语音包的肖战声音太好听了，特别开心，妈妈都夸我们石头的扫拖机器人扫地拖地特别干净，使用便捷，地板砖好亮，自动回充，还能看地图，感觉太棒啦！肖战粉丝小飞侠支持肖战。,2021-03-29 12:31:27,0,1,5,2021-04-18 12:06:19,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15574324510,"智能程度：会自己避障，规划路线，只要全屋清扫一次，第二次清扫时基本就没有遗漏的地方了
续航时间：续航能力很强，我家基本扫一个小时，扫完还有六七十的电。
越障能力：我家厨房和客厅间是地滑门，能轻松越过
清洁能力也很不错，之前自己清扫总有些小灰尘，机器人扫后感觉很干净，主要是解放双手，而且能增加打扫的次数，以前忙好几天才扫一次，现在有了这个，可以天天打扫了。
     肖战粉丝小飞侠支持肖战商务，祝战战和石头越来越好?",2021-03-31 19:24:02,1,1,5,2021-04-18 17:35:20,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15572912607,已经到家试用两天啦！专门去问肖战粉丝小飞侠如何换换肖战语音，小石头越过家里的地毯，把全家强力清扫了一遍，很智能！把我床底的厚厚的一层灰给打扫干净了，赞赞赞！！！尘盒和拖布也拆洗很方便！,2021-04-02 21:40:16,0,1,5,2021-04-18 10:59:38,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15571696683,博君一肖，为战而来！感谢肖战让我知道了石头科技，了解到了石头科技的产品。果断下单了一台T7S！机器人很聪明，识别边界后立马开始清扫，清洁的非常卖力，很干净，最重要的是有了T7S就可以解放双手，不用腰肌劳损了&hellip;看官网知道还有肖战的语音包，听着肖肖的声音，打扫卫生也变得是一件很幸福的事情了呢～,2021-03-29 10:22:29,0,1,5,2021-04-17 23:13:36,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15641737965,比对了很多品牌款型，最后选了这款。扫拖都开到最大模式试了下，噪音可以接受、扫地拖地都算干净，充电算快，打扫一次40多分钟，建图一次完成，碰触很灵敏，而且可以分区扫，还可以指哪到哪，挺满意。,2021-05-01 17:15:45,0,1,5,2021-05-06 21:32:26,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15828995928,小石头真的好聪明，避障，划区，逃脱，都不在话下，地面打扫的超级干净，亮堂堂的，真的比我打扫的干净太多了，懒人的福音啊！肖战选的太好了！打算再送父母一个。,2021-06-16 16:17:50,1,1,5,2021-06-18 19:15:49,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15771397420,"小飞侠支持代言人肖战！
听着他的声音就开心的不得了。小石头也特别可爱，很智能。除了可以打扫卫生，解放了双手，减轻了负担，也为生活加了点儿料。满意，推荐！",2021-06-01 21:50:01,1,1,5,2021-06-06 22:10:38,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15689778427,石头扫拖机器人真的非常聪明?观察了好久！拖完地也很干净，房间都明亮了许多！平时最怕清理床底下和沙发下，现在都有小石头来清扫了，开心！,2021-05-18 00:01:28,0,1,5,2021-05-18 22:39:49,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15557056415,很好看很好用的一款机器人。噪音相对常规扫地机器人来说比较小，而且还有一圈防撞圈，不会很大力地撞到障碍物上，有物体在前方会减速，模式也很多种。（ps.视频里开的是局部清扫模式，而且不知道为什么拍出来的视频会显得声音很大，实际上跟吹风机声音大小差不多）,2021-03-29 12:45:09,7,2,5,2021-04-15 21:09:11,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15602976570,真的是太好用了，后悔没有早点买，每天墩地好多次感觉都要累死了，有了它，简直拯救了我，拖地很干净，不在家也可以手机操作，回家***干净净的，太爱了，价钱也很亲民，客服也非常好，建议购买！,2021-04-20 17:11:21,0,2,5,2021-04-26 09:57:17,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15601550872,石头扫地机器人名不虚传，买回家就扫了一遍，拖了一遍，很干净，我刚拖过的地又有一盒的灰，我真的不懒！！避障能力很强，吸力大，续航时间我也还没试出来，我家小每次拖完都剩好多电，声音也不大，真是居家好帮手，省出好多时间干别的，比如考个一建啥的！肖战推荐的就是靠谱，永远支持的小飞侠，或者是老飞侠,2021-03-29 21:21:12,1,1,5,2021-04-25 20:35:08,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15687269461,肖战粉丝小飞侠来了。机器人好用，扫拖一体，智能的，会划分房间区域。噪音小，扫拖功能强，避障特别好。如果家里有小度什么的，可以连接起来语音控制机器人。代言人的语音包很好听。,2021-03-30 09:41:52,0,1,5,2021-05-18 12:43:57,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15568780719,昨天到货之后就开始用了。感觉真的太好了。吸力很强大，清扫很干净，我是先扫了一边，才拖地，只用半瓶水吧，就清扫得干干净净，越障能力很好，卫生间有点小台阶，试探了一下就爬上去了。餐桌，沙发下面钻进钻出的，很灵敏。噪音也不大，跟我家抽油烟机差不多。我老公说比我能干多了。。解放了双手，幸福感爆棚哈哈。,2021-03-29 15:04:29,0,1,5,2021-04-17 09:19:43,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15556922606,大气的外观，精致的内核，视频解析很清楚，很容易上手，收到后便扫码激活了保修，连接了WiFi 此时正在充电中，明儿规划地图开始正常使用,2021-04-01 20:25:41,6,3,5,2021-04-15 20:33:05,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15624777633,五一零点下单下午就到啦 马上就用起来 操作方便 自动扫图 打开app就可看到地图 扫拖一体 颜值也很高,2021-05-01 00:00:27,0,1,5,2021-05-02 10:44:52,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15593260865,"非常好。原来家里买的T6，看见新品出来又买了一个放楼上，省得搬来搬去。T7S刚买回来，体验很好。
地图可以存几个，还可以自己命名。水箱比原来的合理，与拖布分开来了。好灌水，水量大，爬坡能力比原来的好，还有地毯模式。新品值得买。",2021-04-20 09:40:56,0,1,5,2021-04-23 17:01:11,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15601717732,这款石头扫拖机器人真的好用，操作简单方便，扫拖很干净，下载了肖战的语音声音特好听。,2021-03-31 15:10:52,0,1,5,2021-04-25 21:16:56,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15570153469,操作很方便，收到后充上电然后扫地一遍拖地一遍，挺聪明的，没被卡住过。手机装app后控制功能比较多，慢慢研究。肖战代言才认识了这个品牌，非常满意，懒人家庭必备。,2021-03-29 10:41:27,0,1,5,2021-04-17 15:46:47,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15557023758,"非常不错的扫地机器人，做工精细，避障能力强，清扫得很干净，送货快，快递员送货上门，非常满意。
吸力大小：很好
智能程度：高
灵敏程度：高
越障能力：好
续航时间：可以
噪音大小：不大",2021-04-15 00:00:38,0,1,5,2021-04-15 20:59:13,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15759030629,到货就立马研究用了起来，使用感非常好，第一次扫自动规划路线，真是边边角角都不放过，扫地拖地效果都很满意，而且可以自己越过拉门的门槛不会卡住，而且电池也很耐用，充满电的情况下扫拖两次没问题，真是感觉自己买对了，彻底解放双手！,2021-06-01 00:52:48,0,1,5,2021-06-04 12:09:37,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15563587292,必须暴力推荐，真是出乎我意料的干净，比我自己做干净，两遍后用纸巾搽地都是干净的，床底沙发底毫无压力（前提是要高于机器人的高度），地毯模式好棒，吸扫拖一体，解放双手！已经强力推荐给身边亲戚朋友都动心了，?最后提醒大家要想特干净就要勤洗拖布，拖布不用从拖布架拆下来，直接架子一起拿到水龙头下面冲刷，几秒钟钟洗干净,2021-03-31 11:01:40,1,2,5,2021-04-16 18:06:14,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15841300318,小石头非常好用，这么厚的垫子都能上，边角都不放过，自动回充，任意打扫顺序，省心省力，地面光洁铮亮，心情无限舒畅。忠诚老实的小石头，家庭主妇的好帮手！,2021-06-16 22:18:36,0,1,5,2021-06-20 20:02:58,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15586657942,"本来冲着战战来买的，使用后被石头的实力圈粉。
东西很好用，性价比很高，跟几年前买的I罗伯特扫地机比较优点多多：
1.扫拖一体很方便，而且清扫得很干净；
2.噪音真的很小（很满意）；
3.遇地毯增强吸力的模式很实用
4.可水洗滤网很环保
5.可手机控制，使用很方便",2021-04-02 12:09:47,0,1,5,2021-04-21 21:18:52,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15556569890,产品太强大了！发货速度，快递速度太快了！！今天早上付的尾款的，晚上就收到了！肖战语音太赞了，擦地效果也超好，床底下我都好几天没擦到的地方，它就跑进去给我擦了！！真的太给力了！！居家清洁必备！已经想买好几年了，看到肖战推荐果断下手！感谢肖战推荐好物！本飞侠这厢有礼了！抱拳！,2021-03-29 11:02:13,9,1,5,2021-04-15 18:52:12,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15751565864,智能程度挺不错的，遇到障碍物如我家的加湿器，垃圾桶，电子秤，箱子都可以自己避开，噪音不大，扫地拖地很干净，不留水印，拖完锃亮锃亮的。对我这种懒得拖地的来说，真真是福音啊！,2021-05-24 00:03:00,0,1,5,2021-06-02 20:57:11,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15564320636,我们石头真好啊，外形美观，运行流畅，清扫干净，避障灵敏，最重要智能操作真的方便，出门散步一圈后收到石头清理完毕的信息。听着肖战的声音，情不自禁要跟石头对话。,2021-03-30 10:37:35,0,1,5,2021-04-16 21:43:02,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15796354722,不得不感慨现在的技术，扫地机也能做的如此智能，指哪扫哪能扫能拖，都能在手机上操作完成。扫地的时候低档模式下声音也很小，视频为强劲模式，一次满意的购物体验！,2021-06-10 16:02:08,0,1,5,2021-06-12 11:07:16,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15563583880,爬坡很可爱，4CM的坡度扭着扭着就上去了，今天第二天到我家，家里三百平米，吸了一大半，吸出很多灰尘，用APP远程指挥也很方便，支持国产精品，百香果儿支持肖战～～～,2021-03-29 11:43:01,1,1,5,2021-04-16 18:07:47,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15793880036,石头路线规划很好，家里养狗子，每天一堆毛一堆灰，能累死我，现在每天解放双手，翘脚等着石头干完，自己就倒倒尘盒，洗洗抹布，悠哉死了,2021-06-05 00:06:09,0,1,5,2021-06-11 18:06:11,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15586882934,付完尾款第二天就到啦，收到就立马试用了，吸力还挺大，女孩子房间的头发都能被扫的干干净净，而且还很智能，轻轻松松就避开障碍，代言人的语音包也是很棒了！开启美好的一天！还收到了热爱礼盒，拖布什么的都有备份啦！,2021-03-29 16:05:55,0,1,5,2021-04-21 22:20:19,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15590093032,为石头扫拖地机器人Ts7点赞，肖战代言果然好用，相信肖战，相信石头，第一次地图就建的很完美，路线规划密集合理，手机App远程操作便捷，扫地干净无死角，震动拖地很给力，真不错。,2021-04-16 12:56:35,1,1,5,2021-04-22 19:18:13,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15636579047,特意用了几天才来评价，机器很智能，到处都能钻进去扫到，拖地也很干净,2021-04-17 10:59:29,0,1,5,2021-05-05 16:09:46,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15640791539,石头机器人拿回来开始使用了，真的是解放双手，以后家里不用扫地拖地了，而且石头清扫的真的很干净，之前一直在对比科沃斯和石头，最后选了石头，真的挺棒的，需要购买的亲们可以参考一下，还是很智能的，很聪明，没有乱撞,2021-05-02 20:13:23,0,1,5,2021-05-06 17:26:47,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15564020956,没想到小小机器人扫拖一体，打扫得挺干净，我10年前就买过一个扫地机器人，特别不好用，所以好久都不敢再买，石头科技确实不错，扫地规划更科学，扫得更干净，噪音不大，很喜欢，肖战代言果真精品！,2021-04-15 12:47:30,0,1,5,2021-04-16 20:14:45,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15841714962,真的是一次满意的购物，石头T7s 太聪明了，不会摔下阶梯，只要有一边空间尺寸大于机器人尺寸就能脱困，这能力也超强，还能爬小于2厘米高的卫生间门槛，我家的卫生间门槛有高低斜坡，它可以找到矮的这边爬出来继续清扫，扫地也很干净，基本没有遗漏。,2021-06-09 15:48:05,0,1,5,2021-06-20 21:11:13,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15625402768,非常好用，特别是水箱功能，地板搞的很干净。新款拖布吸污能力更强。而且比旧款聪明喝更静音。,2021-04-07 14:39:44,0,1,5,2021-05-02 13:59:27,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15568859027,预售就定了这个，很快就收到货了。简单第一次使用这种智能电器，还是觉得很有意思,2021-03-30 21:45:39,0,1,5,2021-04-17 09:39:59,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15578864344,我是肖战粉丝小飞侠，出于负责的态度，用了几次才来评价。之前就听朋友说石头很好用，虽然是冲着肖战代言买的，但使用后的确不负所望，清扫能力强，角角落落都能清扫干净，集尘盒也够大。拖地功能太神奇了，地板上是湿润的，但地毯上却无一点水渍，地图规划精准，小爬坡没问题。已经推荐给很多朋友了，肖战代言的东西质量就是好，赞一个！添加了肖战语音包，声音好好听，我的少女心已爆棚?,2021-03-29 11:09:15,1,1,5,2021-04-19 20:43:41,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15778216445,京东物流当天早上拍的，下午就收到了，使用感觉很不错，从此彻底解放双手，保持家居卫生清洁每天就用机器人转一圈，节省不少时间和力气。白色外观很好看，宝宝还给它取了名字，我们家的新成员！,2021-05-25 12:54:35,0,1,5,2021-06-08 11:22:32,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15563766049,小飞侠通过肖战先生了解到这款扫地机，惊为天人，真的是解放双手啊，可以扫地可以拖地，还可以在app上操作，划分扫拖区域，自动充电，非常好用！用过就知道它的好！,2021-03-30 12:06:26,1,1,5,2021-04-16 18:59:49,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15583006589,很省事，挺聪明的，缠上的头发也很好清理，噪音在接受范围内，倒尘盒上拖布也挺方便的,2021-04-12 08:50:58,0,1,5,2021-04-20 22:00:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15563517832,"因为肖战认识了石头，刚好新家需要马上下单！凌晨付的尾款第二天就收到了，迫不及待在办公室试了一下，懂行的同事说这个很好哈哈哈，更多功能等入住新家再开发～支持大帅哥支持石头
噪音大小：有声音但是不大，正常范围内
吸力大小：地上的瓜子壳轻松吸入，其他的还没有试过
越障能力：这个很棒，地上的电线会自动避开",2021-03-29 14:33:34,1,1,5,2021-04-16 17:45:49,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15580276237,拿到t7s有两三天了，扫地两次，拖地一次，整体感觉很智能，打扫仔细，扫拖都很干净，能很灵敏的绕开障碍物，值得入手，谢谢肖战推荐，我可以享享福了?,2021-04-14 18:31:36,0,1,5,2021-04-20 09:56:32,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15574650052,今天终于有时间好好研究一下石头到底如何使用，没想到使用很方便，扫描二维码关注微信公众号后，有视频讲解，省去了翻看说明书的时间，还可以人工咨询，又添加了APP，更新了肖战语音包，很高科技的体验，还能听见肖战的声音，扫地擦地同时完成，而且还挺干净的，真是解放了双手，感谢战战让我了解到这么贴心智能的产品！,2021-03-29 12:52:14,0,1,5,2021-04-18 19:04:10,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15745987210,"凌晨下单，早上就收到了，这速度杠杠滴。
我家已经用过3个扫地机器人了，肖战官宣石头科技代言人之后一直关注着。正好618出新款，老公看了石头的视频介绍也心动，立即下单。果然石头没让人失望，比之前用的扫地机器人好太多了！肖战代言，就是有保证，小飞侠永远支持你！",2021-05-27 21:01:26,1,1,5,2021-06-01 19:05:02,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15807845150,终于在618购买了，打扫的效果真的是太好了！使用了一周左右，制定的是一三五七打扫，简直是解放了我双手。实际清扫面积50平方米，用电在26%左右，用水量在1/3的样子。满意！,2021-06-09 02:11:16,0,1,5,2021-06-15 00:32:13,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15562640618,真的非常好，声音比我以前买的rbt好多啦！进口货不能用就是名气坏了没地修，还得支持国产货。扫的还干净。刚到货还没深研究。用好再来评价！快递小哥也非常好打了电话2分钟就到家门口了。京东物流也是顶呱呱！！为你们点赞。,2021-04-04 19:23:11,0,1,5,2021-04-16 13:39:25,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15817184699,很聪明也很猛，刚刚能进的也冲进去就，但是不会被卡，很不错，拖地也很干净。应该早点买的。吸力也足够了。,2021-06-15 23:27:03,0,1,5,2021-06-16 20:48:31,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15643083894,很智能，很实用，打扫得很干净，自己规划打扫线路超可爱，看它打扫我能乐一天，既能干活又能娱乐，超喜欢。百香果姐姐支持肖战。,2021-03-29 10:23:44,0,1,5,2021-05-07 10:24:59,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15598018457,肖战粉丝小飞侠支持代言。给父母买的，妈妈开始觉得没必要，可以在家自己打扫。结果用上后现在爱上了，已经感叹过很多次了，真不错。居然真的可以打扫的干干净净。还专程打电话给我说，钻床底好厉害，以前打扫不到的一些死角都弄的好干净！,2021-03-30 16:09:14,1,1,5,2021-04-24 21:52:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15879456858,肖战的小飞侠来了，小石头已经用了一段时间了，省心省力，再也不用我拖地了，连我平时不拖的床底都拖干净了，用了战战的语音，好好听呢，今天还收到了赠送的石心石意礼盒，还赠送了智能音响，太棒了,2021-06-11 20:49:40,0,1,5,2021-06-27 19:31:42,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15561638104,很棒，而且第一次清扫后自动识别了每个房屋，也主动的识别了地毯，很方便,2021-04-07 18:01:44,0,1,5,2021-04-16 09:07:19,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15861451945,小飞侠支持肖战代言！颜值担当啊，声音有一点大，能接受，感觉是比较用力拖地的，很好很好，线路规划得也不错，不会乱重复，果然高端。物流超牛，送货上门，好感动！,2021-06-19 20:59:21,0,1,5,2021-06-24 09:58:40,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15576868765,很满意的一款产品 买的是今年的新品T7S 刚拿到手的感觉就是很智能 可以和米家联网 在手机上看打扫轨迹 。吸力也是可以的，阳台和客厅有个推拉门下轨道，虽然有点费劲儿，也是可以越过去的。基本没噪音，很好的一款产品呦~,2021-04-04 23:02:09,0,1,5,2021-04-19 11:53:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15583050385,这个扫地机器人真的是太好用了，机身很重，所以抓地力很好，扫地，拖地都很干净，整体比较只能，不像我之前买的一款，老是同一个地方转圈圈，小石头会s型打扫方式，真的，再也不用为了要不要拖地而痛苦了，现在好幸福！,2021-03-30 14:04:58,0,1,5,2021-04-20 22:11:52,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15824116978,小飞侠必须要支持肖战代言的机器人，几天用下来，觉得该产品的躲避功能很到位也很智能，吸地和擦地都很干净，手机app还可以规划每个房间的清扫顺序，拖地和吸地模式的大小，肖战的语音包也是棒棒的，有了这个终于解放了双手,2021-06-09 16:22:25,0,1,5,2021-06-17 23:30:12,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15573710756,好用好用 科技进步真的是厉害 ?完全靠吸力不是靠扫把 扫把减少到一个了 拖的也干净 使用下来无比的爽 非常节水 尘合设计也合理 希望五月份的拖布配件可以价格便宜一点,2021-04-03 10:04:54,0,1,5,2021-04-18 14:45:46,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15863329257,非常智能，垃圾清理力不错，越障能力强，吸尘噪音控制的还不错，不会影响家人休息。,2021-06-23 00:27:27,0,1,5,2021-06-24 15:50:55,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15782562419,真的是提升了幸福指数的小家电，后悔没有早点入手。充一次电能打扫三次左右，水箱里水用一半就能拖完地。拖完踩上去咯吱咯吱响，用手一模什么灰尘都没有。非常满意了，比我自己打扫的干净多了。终于解放双手了。,2021-06-01 00:21:21,0,1,5,2021-06-09 10:19:45,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15556567461,"期待效果        就冲着战来的
感觉非常好    目前还在试其它功能
吸力大小：大的很
智能程度：完美   
灵敏程度：精准",2021-03-29 13:00:43,0,1,5,2021-04-15 18:51:47,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15763714693,扫地机器人收到了，质量很好，声音也很小。用着很不错！第一次使用也很简单，充电，联网，直接就可以扫了！真棒??把妈妈解放出来了！,2021-05-24 09:32:23,0,1,5,2021-06-05 11:39:55,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15618233559,对比了很多家还是选择了肖战，扫的很干净，省时省力。地图规划很细致，非常喜欢。用最大吸力，非常干净。用最小吸力，声音很小。,2021-04-26 15:23:03,0,1,5,2021-04-30 10:23:00,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15557022843,太棒了，之前准备买t7，因为地毯占的面积稍微大点，所以看到T7s就决定等待这款。等的值了，昨晚付尾款的时间还没到，老公就一直提醒，让早早付能早早发货。因为我最近身体不适，他实在不想打扫卫生了。没想到真的很快，今天下午就收到了。晚上迫不及待的开始使用，聪明的石头，没一会就自己规划路线，这下床底下的卫生不用愁了。很满意。,2021-04-07 08:36:40,6,1,5,2021-04-15 21:00:18,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15638956522,又到了猫的掉毛季，每天吸尘器都要吸好多次，还是很多毛，终于出手了扫地机，以前用过科和米家的，这次查了很多评价，选了石头，目前用下来很满意，这一款感觉更智能，菜单很人性化，可以设置虚拟墙，因为阳台台阶有点高，有了这个功能，机器就不会被卡在台阶上求救了，每天设置两次自动清扫，还可以设置每次清扫的强度和是否拖地，地毯识别也非常好，每天扫两次还是有这么多毛，效果看后面的图吧，声音根据强度有大有小，我家猫也不怕，我家160多平，一半电量就扫完了，供大家参考,2021-04-28 16:45:40,0,1,5,2021-05-06 09:43:55,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15670450996,不得不说细节真的做的很好，能自动绕开障碍物小的坡也没问题。家里养了俩猫，每天拖地拖布上都有不少猫毛，有了石头，这些都能替我解决，不错，推荐,2021-04-16 12:30:42,0,1,5,2021-05-14 10:11:01,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15626117686,这个清扫助手太给力了，以前一直没敢买，就怕扫不干净，买了成了摆设，这款扫地机器人初次清扫会记忆路线，第二次扫的就特别快只要能进去一点死角都没留，打扫的特别干净，扫完自动回充，操作很简单，一看就会。,2021-03-29 15:14:51,0,1,5,2021-05-02 17:39:42,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15562782863,外观简洁大方很好看，对比了其他机器人，最终选择石头这款，很棒，扫拖很干净，用手机app操作很方便，物流很快～,2021-03-30 23:48:41,0,1,5,2021-04-16 14:19:16,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
