用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,型号
14827648716,个人觉得实用性有限,2020-10-05 00:55:04,0,1,4,2020-11-02 03:06:23,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14814715912,效果很好，按摩很舒服。物流超快。,2020-10-22 22:37:07,0,1,5,2020-10-30 07:06:14,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14778547898,物流速度快，服务态度好，值得购买,2020-09-25 21:39:25,0,1,5,2020-10-21 09:45:28,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14765981317,如果能固定住就更好了,2020-09-20 20:24:08,0,1,5,2020-10-18 06:02:45,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14759286270,按摩仪很好用，效果非常好,2020-08-26 05:04:54,0,1,5,2020-10-16 11:39:48,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14743578646,外形小巧，力度大，常坐办公室的人员必备！,2020-10-10 18:04:50,0,1,5,2020-10-12 10:16:33,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14724645409,买来送人的，就那么胡事儿吧,2020-09-06 17:54:09,0,1,5,2020-10-07 10:16:05,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14716319736,服务态度非常差，简直无法沟通。差评！差评！差评！,2020-09-28 13:10:52,0,1,1,2020-10-04 21:14:38,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14704350152,"发热，舒服；揉搓，带劲（但有些乱）；
声音：像100只在耳边嗡嗡嗡嗡嗡嗡嗡嗡嗡嗡",2020-09-29 11:57:25,0,1,3,2020-10-01 10:26:38,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14696565226,挺好的，按摩效果挺明显！,2020-09-25 20:21:29,0,2,5,2020-09-29 06:32:44,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14690166491,帮同事买的，plus会员优惠100元，价格很可爱,2020-09-14 14:51:24,0,1,5,2020-09-27 13:47:25,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14689500754,很方便,2020-09-22 13:42:13,0,1,5,2020-09-27 10:53:24,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14682323112,确实不错，用后很舒服，就是声音有点大，办公室**静的话，有点太突兀,2020-09-16 16:05:16,0,1,5,2020-09-25 12:44:48,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14671041943,期待使用，好！非常好！质量好，和实体店一样，颜色正，是我是正品，和实体店一样，价格还优惠，果断转粉喜欢的,2020-09-21 04:03:16,0,1,5,2020-09-22 13:41:57,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14643252215,我只能说这个真的很不错，买了之后三天降价了，竟然还有保价，非常虚浮,2020-09-07 16:39:21,0,2,5,2020-09-14 23:13:56,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14642616067,功能单一，但是触感还成，智能化较好。,2020-09-09 11:19:53,0,1,5,2020-09-14 20:16:25,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14622317189,应该不错，还没试用。,2020-09-07 09:27:50,0,1,5,2020-09-09 11:23:57,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14609008410,不错，挺舒服的,2020-08-24 15:44:02,0,1,5,2020-09-05 18:31:12,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14594985155,就不评价了,2020-08-29 15:42:20,0,1,3,2020-09-01 20:34:54,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14565128564,宝贝质量不错，使用方便。服务一流。,2020-08-22 10:14:11,0,1,5,2020-08-24 12:20:51,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14557695323,送礼非常高大上，就是没有包装，总之挺满意的。,2020-07-03 17:57:24,0,1,5,2020-08-22 10:40:02,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14549397749,很不错,2020-08-16 20:19:35,0,1,5,2020-08-19 21:30:34,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14528423018,给明友孩子买的，一机三用，颜高效好，愿喜欢,2020-08-12 20:06:12,0,1,5,2020-08-14 09:32:22,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14499684071,9天，坏了，没有脉冲，还想买个大品牌放心，没想到啊.............,2020-07-27 22:55:48,0,1,1,2020-08-06 07:46:04,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14496125108,朋友推荐来买的，力道很适合我的需求，不会很重不会痛。还有还热功能。最牛的是这个充气是自动的好方便。出去旅游出差都可以带着走。,2020-08-01 17:42:57,0,1,5,2020-08-05 08:39:07,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14486628928,给领导买的礼物，非常喜欢618价格优惠,2020-06-16 00:06:40,0,1,5,2020-08-02 16:17:17,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14465233548,昨天买的399，今天的价格是349，参加换购的话还能再便宜，这商品定金让人无语,2020-07-26 20:50:50,0,1,1,2020-07-27 19:14:38,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14430051400,已经是第二次购买了，送朋友很有面子！,2020-05-25 23:13:40,0,1,5,2020-07-18 10:24:31,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14422376047,非常好用，用起来很舒服，值得推荐。,2020-06-18 23:36:19,0,1,5,2020-07-16 08:00:09,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14326296845,跟风买的，但是真的很管用，家人颈椎不舒服，用了有缓解,2020-06-16 08:02:09,0,1,5,2020-06-22 12:10:07,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14297094811,京东送货真的神速，商品由同事代收，明天再评。,2020-06-17 09:39:47,0,1,5,2020-06-17 15:59:01,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14293028835,未拿到。,2020-06-16 08:25:39,0,1,5,2020-06-16 18:54:57,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14249208770,不错哦,2020-05-18 20:35:23,0,1,5,2020-06-07 09:54:46,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14175958211,帮人买的，应该质量不错吧,2020-05-14 10:28:59,0,1,5,2020-05-20 18:58:43,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14164865388,还是不错的，老妈说有作用。,2020-05-13 19:39:08,0,1,5,2020-05-17 23:39:13,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14116520810,首先说配速吧，速度很快，下单不到三天就就已经收到了。颈部按摩仪整体设计比较好看，小巧可爱，用起来也比较方便，坐在椅子上把颈部按摩仪放在脖子上，打开开关可以闭幕思考，感受它的细致按摩，也可以一边按摩一边工作，总体看不错，效果不错，用好了追评。给单位统配的，总体反应不错,2020-04-23 22:39:48,0,1,5,2020-05-05 19:28:51,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14113553332,产品好，按摩舒服携带方便。,2020-04-23 20:23:49,0,1,5,2020-05-05 06:00:21,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
14023471844,此用户未填写评价内容,2020-04-06 22:28:11,0,1,5,2020-04-11 22:19:20,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13995352557,物品已经收到，还可以,2020-03-26 17:41:18,1,1,5,2020-04-04 18:36:02,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13855310151,昨晚12点下单，今日下午就收到货，京东物流快，赞,2020-02-29 00:27:19,0,1,5,2020-02-29 15:42:44,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13826837857,针刺感 不是很舒服,2020-01-28 05:26:00,0,1,5,2020-02-22 12:31:21,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13819509372,舒适，质量好，物流快,2020-01-16 10:02:56,0,1,5,2020-02-20 11:59:31,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13763434954,使用了感觉蛮舒服的！,2020-01-28 11:02:36,0,1,5,2020-01-30 18:33:24,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13716117311,不错，外观手感看起来都不错，加油,2020-01-11 23:26:20,0,1,5,2020-01-13 00:25:15,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13622234027,东西很不错 买来送人的 快递员态度真的差劲 影响总体感受,2019-12-18 21:59:53,0,1,5,2019-12-19 17:02:58,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13611716149,此用户未填写评价内容,2019-12-15 19:17:35,0,1,5,2019-12-17 08:25:08,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13568648266,质量一塌糊涂，没法用,2019-11-11 21:30:50,0,1,5,2019-12-07 12:24:37,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13511307752,效果不错，同产品质量可比性高,2019-09-20 23:11:13,0,1,5,2019-11-23 12:59:56,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13489711726,脉冲效果不错，就是有时候贴合不是很紧，要是能改进一下就好了。,2019-11-14 19:00:41,0,1,5,2019-11-18 19:10:11,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13288568852,每天上班看电脑，下班玩游戏，有这个还是很舒服的。,2019-09-29 17:32:16,3,1,5,2019-10-03 12:36:15,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13282779610,促销时购买，外形比较酷，实际功效有限，用着玩可以,2019-09-25 07:27:10,7,1,5,2019-10-01 12:23:13,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
13227253729,哈哈哈哈哈哈哈哈姐姐好,2019-09-13 09:13:56,1,1,5,2019-09-15 16:03:53,【肖战代言款】倍轻松（breo）颈部按摩器iNeck air2 颈椎按摩器 肩颈按摩器 充气便捷收纳
15814158178,跟医院的中医理疗仪一样，感觉一般,2021-06-11 17:16:59,0,0,4,2021-06-16 10:59:51,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15808801779,非常舒服，就是脖子有点暖和，不过确实很不错，价位也可以接受，最主要是战战代言的产品，支持&hellip;,2021-06-10 17:01:47,0,0,5,2021-06-15 10:32:04,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15806569726,认准肖战,2021-06-10 00:32:05,0,0,5,2021-06-14 18:40:09,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15797374407,感觉一般，没什么作用,2021-06-06 06:52:41,0,1,2,2021-06-12 15:17:46,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15790367098,肖战粉丝小飞侠支持，质量很好，物流也很快，客服服务态度也很好。,2021-06-03 08:11:46,1,0,5,2021-06-10 21:36:18,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15789986195,昨天机场试了，蛮好用的，不愧是我们家肖战代言的，我爱肖战～,2021-06-10 00:32:05,0,0,5,2021-06-10 20:10:46,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15789320106,肖战粉丝小飞侠用后感觉舒服，旅行午睡必备,2021-06-04 09:43:29,0,0,5,2021-06-10 17:31:43,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15787150544,主要是冲着  肖战  代言买的。贝轻松午睡宝贝非常舒服，U型枕，护颈椎，泡沫颗粒，戴起来坐到椅子上，很快就睡着了，脖子也不会难受。,2021-06-08 08:13:06,0,1,5,2021-06-10 09:14:26,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15785872548,肖战代言产品很?,2021-06-09 09:31:29,0,1,5,2021-06-09 22:44:27,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15771974076,支持肖战代言，刚好需要颈枕，眼部和头部按摩仪也很舒服,2021-06-06 00:02:21,1,1,5,2021-06-07 01:55:46,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15768141427,因为是肖战代言的所以就买了，很好用着很舒服?,2021-06-03 16:31:24,1,0,5,2021-06-06 10:38:47,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15763480033,好用，效果不错。,2021-06-01 14:30:03,0,1,5,2021-06-05 10:52:33,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15762711374,按摩颈椎的神器，带电池的，随时随地都可以按，挺方便,2021-05-03 11:04:27,0,1,5,2021-06-05 07:31:41,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15761351586,我的和图片怎么上不一样，没有椭圆形那个标，怀疑我买了假货，做工也不怎么样,2021-06-03 07:45:02,0,1,5,2021-06-04 20:29:06,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15760949462,护眼仪用着很舒服，赶紧又买了个颈椎枕，双层的支撑点很舒服，便宜又好用,2021-06-03 15:43:01,0,0,5,2021-06-04 19:01:05,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15752127551,很不错的一款，送礼佳品！,2021-05-20 10:28:50,0,1,5,2021-06-02 22:49:35,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15747024048,此用户未填写评价内容,2021-05-31 22:26:17,0,1,5,2021-06-01 22:37:18,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15741518502,肖战粉丝小飞侠来好评：倍轻松颈椎按摩器力度均匀强劲，携带方便??，谢谢京东快马加鞭把这么好的产品送到我身边??,2021-05-31 10:08:30,0,1,5,2021-05-31 19:43:51,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15695657410,按摩器非常好，用起来很舒服,2021-05-16 23:41:43,0,1,5,2021-05-20 12:26:30,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15520444101,还没用，包装很精致，应该很好用,2021-02-11 08:46:18,0,1,5,2021-04-10 18:16:45,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15440620396,小巧精致，按摩的时候可以调节档位而且热乎乎的很舒服。,2021-02-21 21:39:52,0,0,5,2021-03-20 09:02:36,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15408345182,送货很快，包装好，不错！,2021-02-04 01:11:22,0,1,5,2021-03-11 15:26:02,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15398045952,这个牌子的东东应该质量很不错的，在机场见过这个品牌的专卖店，感觉很有档次，买来送客户应该会非常喜欢的！发货很快很及时，如果反馈好的话还会再次购买的！,2021-02-22 00:47:53,0,1,5,2021-03-09 00:37:38,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15290017236,力道有点小，试了一下不是自己想要的,2021-01-30 20:43:26,0,1,5,2021-02-04 10:16:55,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15241713656,太好用了，捏的真的特别舒服，就是有点小贵，做活动感觉价格还算可以接受,2021-01-20 00:11:15,0,1,5,2021-01-24 11:55:16,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15132371118,买来送人点，也试用了一下，还行吧，适应起来因人而异，价格也不算贵，个人觉得还是物理按摩的要好一些。,2020-11-11 01:43:14,0,1,5,2021-01-04 09:17:38,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
15031704428,挺好用的，按摩10分钟，颈部力道合适，一般都是中午用，按完午休,2020-11-01 10:47:32,0,1,5,2020-12-11 22:46:25,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14933409005,已经退货了，商品噪音很大，这款是网销款mini，和实体店试的那款有价差的mini还是要差一些，对噪音不介意的朋友还是可以考虑的，按摩方式和力度都差不多，但是个人还是无法接受这噪音。,2020-11-11 01:43:14,0,1,5,2020-11-19 20:51:29,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14920111529,用着还不错，舒服，颈椎,2020-09-23 11:01:37,0,1,5,2020-11-17 14:38:56,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14841714726,按摩的力度还是很不错的，手感也非常接近真人的手感，这下比较方便了，就是比较贵，其他的都是优点，非常好，做工的话也很精良，质感很好，就是时间比较短，15分钟就结束了，我可以连续做一个小时，不知道耐久度怎么样？用用再看吧！,2020-10-26 22:44:36,0,1,5,2020-11-04 15:19:48,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14827648716,个人觉得实用性有限,2020-10-05 00:55:04,0,1,4,2020-11-02 03:06:23,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14814715912,效果很好，按摩很舒服。物流超快。,2020-10-22 22:37:07,0,1,5,2020-10-30 07:06:14,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14778547898,物流速度快，服务态度好，值得购买,2020-09-25 21:39:25,0,1,5,2020-10-21 09:45:28,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14765981317,如果能固定住就更好了,2020-09-20 20:24:08,0,1,5,2020-10-18 06:02:45,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14759286270,按摩仪很好用，效果非常好,2020-08-26 05:04:54,0,1,5,2020-10-16 11:39:48,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14743578646,外形小巧，力度大，常坐办公室的人员必备！,2020-10-10 18:04:50,0,1,5,2020-10-12 10:16:33,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14724645409,买来送人的，就那么胡事儿吧,2020-09-06 17:54:09,0,1,5,2020-10-07 10:16:05,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14716319736,服务态度非常差，简直无法沟通。差评！差评！差评！,2020-09-28 13:10:52,0,1,1,2020-10-04 21:14:38,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14704350152,"发热，舒服；揉搓，带劲（但有些乱）；
声音：像100只在耳边嗡嗡嗡嗡嗡嗡嗡嗡嗡嗡",2020-09-29 11:57:25,0,1,3,2020-10-01 10:26:38,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14696565226,挺好的，按摩效果挺明显！,2020-09-25 20:21:29,0,2,5,2020-09-29 06:32:44,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14690166491,帮同事买的，plus会员优惠100元，价格很可爱,2020-09-14 14:51:24,0,1,5,2020-09-27 13:47:25,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14689500754,很方便,2020-09-22 13:42:13,0,1,5,2020-09-27 10:53:24,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14682323112,确实不错，用后很舒服，就是声音有点大，办公室**静的话，有点太突兀,2020-09-16 16:05:16,0,1,5,2020-09-25 12:44:48,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14671041943,期待使用，好！非常好！质量好，和实体店一样，颜色正，是我是正品，和实体店一样，价格还优惠，果断转粉喜欢的,2020-09-21 04:03:16,0,1,5,2020-09-22 13:41:57,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14643252215,我只能说这个真的很不错，买了之后三天降价了，竟然还有保价，非常虚浮,2020-09-07 16:39:21,0,2,5,2020-09-14 23:13:56,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14642616067,功能单一，但是触感还成，智能化较好。,2020-09-09 11:19:53,0,1,5,2020-09-14 20:16:25,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14622317189,应该不错，还没试用。,2020-09-07 09:27:50,0,1,5,2020-09-09 11:23:57,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14609008410,不错，挺舒服的,2020-08-24 15:44:02,0,1,5,2020-09-05 18:31:12,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14594985155,就不评价了,2020-08-29 15:42:20,0,1,3,2020-09-01 20:34:54,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14565128564,宝贝质量不错，使用方便。服务一流。,2020-08-22 10:14:11,0,1,5,2020-08-24 12:20:51,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14557695323,送礼非常高大上，就是没有包装，总之挺满意的。,2020-07-03 17:57:24,0,1,5,2020-08-22 10:40:02,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14549397749,很不错,2020-08-16 20:19:35,0,1,5,2020-08-19 21:30:34,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14528423018,给明友孩子买的，一机三用，颜高效好，愿喜欢,2020-08-12 20:06:12,0,1,5,2020-08-14 09:32:22,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14499684071,9天，坏了，没有脉冲，还想买个大品牌放心，没想到啊.............,2020-07-27 22:55:48,0,1,1,2020-08-06 07:46:04,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14496125108,朋友推荐来买的，力道很适合我的需求，不会很重不会痛。还有还热功能。最牛的是这个充气是自动的好方便。出去旅游出差都可以带着走。,2020-08-01 17:42:57,0,1,5,2020-08-05 08:39:07,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
14486628928,给领导买的礼物，非常喜欢618价格优惠,2020-06-16 00:06:40,0,1,5,2020-08-02 16:17:17,【肖战代言款】倍轻松（breo）颈部按摩器iNeck mini倍轻松颈部按摩仪肩颈按摩器办公室护颈仪颈部恒温热敷
